酷风,08月23日 03:43,//weibo.com/5888865192/M2imLtA33?refer_flag=1001030103_,【#重庆巴南山火目前火势可控#】#直击重庆巴南山火# 记者22日从重庆市巴南区委宣传部获悉，8月21日，巴南区界石镇新玉村所辖山林发生火灾。巴南区已先后组织应急救援机关分队和森林灭火队、消防救援支队、武警机动支队，以及各镇街民兵和社会救援力量3700余人，投入消防水车、城市消防车、各类抢险车辆等各类专业灭火装备开展科学扑救作业。目前，经全力扑救，各处火势得到有力压制，无人员伤亡。L中新视频的微博视频 收起d,gold,2,2,2
鞍钢郭明义,08月23日 03:41,//weibo.com/2044679991/M2im6rpf9?refer_flag=1001030103_,重庆山火一线消防员睡姿让人心疼O网页链接 ?,yellow,1,1,4
扎西德勒·天珠收藏,08月23日 03:35,//weibo.com/1165975013/M2ijssCDi?refer_flag=1001030103_,【#重庆奉节突发山火蔓延至多个山头# 当地正全力扑救】#奉节山火#8月22日，重庆奉节县安坪镇附近突发山火，火势蔓延迅速，火光将夜空照亮，多个山头出现火情。目击者王先生称17时许，远远的看到山上起火了，浓烟滚滚，不断有消防车呼啸而过。20时许，记者联系奉节县应急管理局，工作人员确认接到火情报告，多部门已赶到现场处置，截至20时，山火仍未扑灭。 L扎西德勒·天珠收藏的微博视频 收起d,gold,2,3,6
启启启麻麻,08月23日 03:34,//weibo.com/2965246723/M2iiUqpTR?refer_flag=1001030103_,#重庆山火# 12:30睡之前靠歇马这面山明明已经只看得到一小片一小片的明火了（山的另一侧虎头山的火势一直比较大），3点起来看又是好几座一片猩红，还时不时的燃明火，风也大。?可以想象山的另一面形势有好严峻，祈求缙云山山火快快扑灭啊 2重庆·歇马 ?,yellow,0,3,4
扎西德勒·天珠收藏,08月23日 03:33,//weibo.com/1165975013/M2iiN19xt?refer_flag=1001030103_,#重庆山火#慎点！重庆山火把蛇都烧死了… L扎西德勒·天珠收藏的微博视频 ?,gold,51,19,574
渣渣个棉签,08月23日 03:33,//weibo.com/2907812473/M2iiA6yjN?refer_flag=1001030103_,#重庆山火# ?,yellow,0,0,0
小贡爱xxa,08月23日 03:30,//weibo.com/7702433319/M2ihpDfF5?refer_flag=1001030103_,#重庆山火#重庆 还好吗 我的天呐好想回去报名志愿者干点什么 我现在只能在家隔离防疫我的重庆 老天爷多善待点儿 看起来好恐怖多多下雨 降降火吧????? ?,yellow,0,2,3
18楼的比邻星66,08月23日 03:27,//weibo.com/5278034307/M2igbrl6u?refer_flag=1001030103_,#重庆山火#现在都能听到直升机的声音，我爸还没回来，感觉太难了，什么时候才能下一场雨 ?,yellow,0,3,2
三沐茶堂325,08月23日 03:25,//weibo.com/3243908397/M2ifgqEOz?refer_flag=1001030103_,此刻被热醒习惯性拿起遥控器准备打开空调心里反问真的是热到不能坚持了吗？抹了抹头没啥汗嘛默默放下遥控器闭目调息想着尽快入睡………十分钟后………拿起了手机…～#重庆# 罢了，记录一下重庆这难忘的夏天！…处暑已到，雨还不来？… 高温干旱山火疫情封控，这些难是时候结束了吧……连续个多月的高温预警各地区开始限电生产，倡导节约用水用电，低碳出行，虽然我们生活都受到了不同程度的影响，但重庆人民的心一致，求一场大雨，不添乱不添堵，尽自己的能力做好自己的事！！！ 2重庆·狮子坪 收起d,yellow,0,1,1
梦之emo颗粒,08月23日 03:24,//weibo.com/7364012275/M2if1CYIq?refer_flag=1001030103_,前几年去过重庆旅游，晚饭后在嘉陵江旁边走着吹江风还记忆犹新……如今看到川渝地区的天灾人祸，高温山火限电真的好难受……别再娱乐化人民的苦难了，都做个人吧。 ?,yellow,0,0,0
月球上的人9,08月23日 03:23,//weibo.com/5151019163/M2ieyjtc6?refer_flag=1001030103_,这个八月太难忘了 不曾下过一场雨 最近连续几周的高温 每天不间断的分区域停电 乡下停电大部分都停大半天一整天 一些人因为热射病去世 每天高温都在40+  工作场所也总是停电好几个小时  家里空调除了停电没断过 但开的都是节能模式 出门需要勇气 停电在家里更需要勇气 超市和地下停车室坐满了人 就算疫情最严重的时候也没有说让生活保障类场所晚上六点后再营业 这严重程度真的不敢想 有的地方甚至规定城区停掉所有工业商业用电 四川高温限电 疫情此起彼伏 重庆山火爆发  比起这些 我们每个人自己的烦心事其实都很渺小了  只祈祷?赶快下几天大雨吧 疫情早日完全退散 拜托了 收起d,yellow,0,0,0
小肉包子lin,08月23日 03:23,//weibo.com/5506805190/M2ievrEET?refer_flag=1001030103_,#奉节山火#天哪重庆今年天气太吓人了快点下下雨降降温吧 ?,yellow,0,1,1
精神不分裂症,08月23日 03:17,//weibo.com/6471267023/M2icjqxAo?refer_flag=1001030103_,#苍兰诀##小兰花要死了#多关注关注重庆山火吧 ?,yellow,0,2,0
清新Xp,08月23日 03:14,//weibo.com/5578257175/M2ib7iHWx?refer_flag=1001030103_,#奉节山火##重庆山火#  "重庆涪陵突发山火" L清新Xp的微博视频 ?,yellow,4,0,21
只只妹儿,08月23日 03:09,//weibo.com/1768584177/M2i8SFb9g?refer_flag=1001030103_,又是被烟味熏醒的半夜妈的。没完没了的山火和疫情。#重庆多处山火被有力压制# 2重庆 ?,yellow,0,0,0
舍予36,08月23日 03:03,//weibo.com/2744009900/M2i6A3DmW?refer_flag=1001030103_,8月的重庆，，，疫情，山火，干旱... ?,yellow,0,0,1
奉节县令,08月23日 03:02,//weibo.com/5272216391/M2i6eoN1j?refer_flag=1001030103_,近日，重庆江津、大足、铜梁、巴南等地先后发生多起森林火灾，其中有些火因属森林自燃。8月22日，记者采访了中国消防救援学院林火研究中心副主任、教授白夜。白夜教授表示：“极端高温天气导致的森林自燃是近期重庆山火频繁的重要因素。” ?,yellow,0,0,1
奉节县令,08月23日 03:01,//weibo.com/5272216391/M2i5Ff3lO?refer_flag=1001030103_,【#重庆奉节突发山火蔓延至多个山头# 当地正全力扑救】8月22日，重庆奉节县安坪镇附近突发山火，火势蔓延迅速，火光将夜空照亮，多个山头出现火情。目击者王先生称17时许，远远的看到山上起火了，浓烟滚滚，不断有消防车呼啸而过。20时许，记者联系奉节县应急管理局，工作人员确认接到火情报告，多部门已赶到现场处置，截至20时，山火仍未扑灭。L百姓关注的微博视频 收起d,yellow,1,0,1
鱼汤不放姜,08月23日 03:01,//weibo.com/7238891853/M2i5BrNoJ?refer_flag=1001030103_,#重庆山火# 热搜上一上吧 ?,yellow,1,0,2
yawen96,08月23日 04:57,//weibo.com/1342820934/M2iQWiB0v?refer_flag=1001030103_,#重庆山火#半夜看了看朋友圈，有说巴南火灭了(此消息蹲一个官方认证)，真是太好了！战士们又从巴南奔赴北碚扑救山火，消防员们和志愿者们辛苦了！(图文无关)配图 ?,yellow,1,4,2
郝小脾,08月23日 04:56,//weibo.com/2125062204/M2iQgAnN9?refer_flag=1001030103_,#奉节山火#重庆最近这么多山火，灭火人员注意安全。 ?,gold,0,0,2
不成立的三分钟热度,08月23日 04:53,//weibo.com/7389080673/M2iPc8ywK?refer_flag=1001030103_,#重庆山火##重庆巴南山火# 重庆啊，下场雨吧！界石已经烧了一天多了，直升飞机也飞了一天了，火还是两边扩散行的，附近天上布满了浓烟，一打开窗就是烟味，早上起来阳台和没关窗的地方一堆灰，很远的地方都能看见界石的山火。重庆到处都是山火，疫情也很严重，真的希望这座我很爱的城市快点好起来 2重庆 收起d,yellow,1,11,15
Y九十九度中,08月23日 04:52,//weibo.com/5742301527/M2iOLxOPq?refer_flag=1001030103_,2重庆感觉已经分不清这到底是晚霞还是火焰了，连续的高温天气让重庆好多地方都燃起了山火，整个重庆上空都弥漫着刺鼻的浓烟（明明晚上睡觉前已经没有了，凌晨起来给娃娃冲奶又闻到好大的味道）；还有越来越严重的疫情，好几个区域已经被管控，希望每个人都能够平安吧，也希望每一个奔赴在山火和疫情前面的工作人员都能相安无事！ 收起d,yellow,0,0,1
D丁C丁A丁D丁,08月23日 04:52,//weibo.com/1135787567/M2iOFkuvq?refer_flag=1001030103_,#重庆山火#又被熏醒了…焦人，头还痛。 ?,yellow,0,8,3
嘉兴微博新鲜事,08月23日 04:50,//weibo.com/2349475100/M2iNKzcG2?refer_flag=1001030103_,【#重庆奉节突发山火蔓延至多个山头# 当地正全力扑救】8月22日，重庆奉节县安坪镇附近突发山火，火势蔓延迅速，火光将夜空照亮，多个山头出现火情。目击者王先生称17时许，远远的看到山上起火了，浓烟滚滚，不断有消防车呼啸而过。20时许，记者联系奉节县应急管理局，工作人员确认接到火情报告，多部门已赶到现场处置，截至20时，山火仍未扑灭。#奉节山火# L百姓关注的微博视频 收起d,yellow,0,0,0
_February2nd_,08月23日 04:45,//weibo.com/5705607530/M2iM7vJxh?refer_flag=1001030103_,#重庆山火##贵州赤水山火# 老天可以下一场雨帮帮大家吗在自然灾害前人类的力量太渺小了…我真的不希望看到任何一位消防员任何一位志愿者出现伤亡… ?,yellow,0,0,4
清风明月丫丫,08月23日 04:44,//weibo.com/6781275414/M2iLHtl6X?refer_flag=1001030103_,#重庆山火# 快点下雨吧！ ?,yellow,0,0,1
冷冽K2,08月23日 04:36,//weibo.com/6336232563/M2iIhmUyg?refer_flag=1001030103_,#重庆的火烧云有多美#你都不觉得看着红的诡异吗山火啊，大哥，美个der ?,yellow,0,2,17
裙摆摇摇粉,08月23日 04:31,//weibo.com/1763119161/M2iG31dV4?refer_flag=1001030103_,山火疫情限电连续高温2022重庆太难了老天爷保佑保佑重庆嘛??? ???,yellow,0,0,0
四维红,08月23日 04:30,//weibo.com/1268256990/M2iFNqUqD?refer_flag=1001030103_,重庆巴南正全力扑救山火，火情得到进一步遏制O网页链接 ?,yellow,0,0,0
白驼山少主包子,08月23日 04:26,//weibo.com/1552699463/M2iE5m2S1?refer_flag=1001030103_,短短一周重庆12处山火了，而且绝大多都还未扑灭…… ?,yellow,1,3,1
eagle22232425,08月23日 04:22,//weibo.com/7682470701/M2iCxfzh5?refer_flag=1001030103_,#重庆山火# 失眠了。快点下雨吧。重庆人太惨了 ?,yellow,0,0,0
菏泽新志,08月23日 04:21,//weibo.com/1368872517/M2iCayGqJ?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ? 收起d,yellow,0,0,0
彦妤兮,08月23日 04:17,//weibo.com/3106372991/M2iAxrUAh?refer_flag=1001030103_,#重庆山火#之前我这一面看到的是烟，下午和晚上都是烟，现在看是红红的火焰?，快下雨??吧 2重庆·中国铁建?山语城 ?,yellow,1,6,5
扎西德勒·天珠文化,08月23日 04:04,//weibo.com/5086160970/M2ivgjbbV?refer_flag=1001030103_,【#重庆奉节突发山火蔓延至多个山头# 当地正全力扑救】#奉节山火#8月22日，重庆奉节县安坪镇附近突发山火，火势蔓延迅速，火光将夜空照亮，多个山头出现火情。目击者王先生称17时许，远远的看到山上起火了，浓烟滚滚，不断有消防车呼啸而过。20时许，记者联系奉节县应急管理局，工作人员确认接到火情报告，多部门已赶到现场处置，截至20时，山火仍未扑灭。 L扎西德勒·天珠收藏的微博视频 收起d,yellow,0,0,2
扎西德勒·天珠文化,08月23日 04:04,//weibo.com/5086160970/M2ivaoy4x?refer_flag=1001030103_,#重庆山火#慎点！重庆山火把蛇都烧死了… L扎西德勒·天珠收藏的微博视频 ???,yellow,1,0,3
小羊梅甘,08月23日 04:00,//weibo.com/6513636926/M2itzuEwk?refer_flag=1001030103_,#重庆山火##重庆山火#突然醒了 没开窗都能闻到一股烧焦味（坐标渝北）一打开窗户 那种味道更是扑面而来这场山火的严重程度可想而知很难描述那种惊觉灾难就在我们面前的那种感觉混合着浓烈绝望和死亡的气味让人久久无法平静愿所有消防队员和前去救火的英雄们平安归来愿大火能早早熄灭再不要伤害那些无辜的生灵 收起d,yellow,0,9,5
昂仔大连疯跑,08月23日 05:59,//weibo.com/1822022935/M2jg72JdH?refer_flag=1001030103_,【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ?,yellow,0,0,0
仓仓神隐ing,08月23日 05:59,//weibo.com/1989718671/M2jfSwEJx?refer_flag=1001030103_,醒来就闻到一股树叶烧焦的味道，重庆的山火还没停 ?,yellow,0,4,0
拍友1000446475,08月23日 05:59,//weibo.com/1000446475/M2jfM7dUB?refer_flag=1001030103_,重庆发生多处山火 目前正全力扑救暂无人员伤亡 O重庆发生多处山火 目前正全力扑救暂无人员伤亡 ?,yellow,0,0,0
初心不改为战而来,08月23日 05:58,//weibo.com/5653786627/M2jfCiK20?refer_flag=1001030103_,#奉节山火#愿平安，重庆早点下雨??吧，太热了，昨天安平的大火我们这里都能看到浓烟 ?,yellow,0,2,0
叶建勛,08月23日 05:57,//weibo.com/1849152565/M2jeX04t0?refer_flag=1001030103_,【#重庆多处山火被有力压制#】8月18日以来，由于持续高温干旱，重庆市江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。据了解，今年是#重庆1961年来最严重极端连晴高温#天气。火灾发生后，当地共调集5000余人全力灭火，投入7架直升机开展空中灭火，共转移群众540户1500余人。（人民日报记者常碧罗）O网页链接 收起d,gold,0,1,0
寒月小童鞋07,08月23日 05:52,//weibo.com/5793841641/M2jcVmDIF?refer_flag=1001030103_,#寒月带你进入阅读理解##寒月为您科学假说# 有关疫情的连续报道！一、二年多以前开始李医生他们发现了病毒细菌从人体的薄弱处眼睛进入人体，开始了一场拉锯战！其实在寒月的眼中它提前了将近八十多，甚至更久远悠长！#恐龙消失之谜# 是地球上的一段过去式，它让我们看到了一种强大生命体的消失，也被我们后来称之为末日！而#恐龙消失之谜# 被寒月解开了！所以细菌真菌是历古就有的，但它没现在这么强大而已！只是某些人利用它为自己谋取利益了，将它拓展成了手中的工具！@王静娟与你携手治理雾霾 #重庆山火##同心抗疫# @江苏道法自然 @吴镝 @江苏东方之子 @酒保好兄弟@东禾w @范松中医 @何春银微想 @何炅  因为看到一篇帖子写着山火很厉害，疫情很厉害，有感而发！ 收起d,yellow,6,2,2
民间奇闻异事录rs榜幸运我全都要,08月23日 05:51,//weibo.com/1672861522/M2jcQj378?refer_flag=1001030103_,#重庆山火##贵州赤水山火##奉节山火#     看了贵州，重庆火灾那些救火消防直升机都是外国的，任重道远，平时那些各项世界第一的自己的水上飞机，长江水道用不了？#川渝人民要哭了# 大自然面前人类是渺小的，愿所有人员注意安全，平安归来！给重庆来场大雨吧！ L巴南发布的微博视频 ??? L赵鹏官博的微博视频 收起d,yellow,0,5,2
今夜除夕吃饺子的小号,08月23日 05:49,//weibo.com/7389248729/M2jbQALIM?refer_flag=1001030103_,重庆的空气 连着两天都是一股山火烧焦的味道 ?,yellow,0,2,0
关注世间冷暖,08月23日 05:48,//weibo.com/1340973054/M2jbso9tB?refer_flag=1001030103_,#重庆巴南山火全力扑救山火，火情得到控制# 截至8月22日22时，经市、区两级全力扑救，火情南北蔓延态势得以有效遏制，东西北三线的火情火势均处于控制线范围内，无人员伤亡。现场指挥部将根据实际情况及时调整扑救方案，合理调度救援队伍，适度调整应急装备和物资，确保火势得到进一步控制。 ?,yellow,0,0,0
岳瑞霏1227,08月23日 05:47,//weibo.com/3898106277/M2jb3wAI8?refer_flag=1001030103_,#重庆奉节突发山火蔓延至多个山头##奉节山火#  消防员连续奋战火场，真希望重庆来一场大雨，能让消防战士们休息一下，看他们真的好辛苦，好心酸，他们也是别人家的孩子！ L岳瑞霏1227的微博视频 ?,gold,3,8,82
全都退退退,08月23日 05:46,//weibo.com/5041450218/M2jaFxaNi?refer_flag=1001030103_,#重庆山火# 连续被呛醒两天，快好起来吧 ?,yellow,0,6,1
龙立新Aaron,08月23日 05:44,//weibo.com/1278689470/M2j9TsPAf?refer_flag=1001030103_,【#重庆已组织1500余人扑救巴南山火#】21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报）L人民日报的微博视频 ?,yellow,0,0,1
婕健,08月23日 05:43,//weibo.com/1460476223/M2j9qqVcW?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火##重庆山火# 8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ?,yellow,0,0,0
Lion_in_Rose_Villa,08月23日 05:41,//weibo.com/5260596092/M2j8Jitq5?refer_flag=1001030103_,#重庆山火# 起来排队做核酸了，裹着空调水的风也还是热的空气里还有很大的烟尘味，我离这么远都能闻到，不知道发生山火的地方是个什么情形，哎，，，，，， ?,yellow,0,2,0
幻然居,08月23日 05:41,//weibo.com/1214011460/M2j8ArD6U?refer_flag=1001030103_,最近两天老是闻到烟味，到处看也没有那里起火。闻了两天嗓子都开始痛了，后来一想应该是重庆山火。湿度也只有37，以前重庆夏天是要抽湿的…… ?,yellow,0,0,0
